撜,5625985,章蒸三開 上0,tsying²,t͡ɕiŋ²
荄,5625988,見皆二開 平古諧,kɛj¹,kɛj¹
撝,5625989,曉支三合 平許爲-重鈕,xjwe¹,xjwe¹
荅,5625993,端覃一開 入都合,top⁴,top⁴
撞,5625994,澄江二開 平宅江,dræwng¹,ɖæŋʷ¹
荊,5625997,見庚三開 平舉卿,kjæng¹,kjæŋ¹
撟,5625998,見宵三開 平舉喬-重鈕,kjew¹,kjew¹
荇,5626001,匣庚二開 上何梗,hæng²,ɣæŋ²
撠,5626002,見庚三開 入几劇,kjæk⁴,kjæk⁴
荈,5626005,昌仙三合 上昌兖,tshywen²,t͡ɕʰwen²
撢,5626006,以侵三開 平餘針,yim¹,jim¹
草,5626009,清豪一開 上采老,tshaw²,t͡sʰaw²
撣,5626010,定寒一開 平徒干,dan¹,dan¹
荌,5626013,影寒一開 去烏旰,ʔan³,ʔan³
撤,5626014,澄仙三開 入直列-重鈕,drjet⁴,ɖjet⁴
撥,5626018,幫桓一合 入北末,pwat⁴,pwat⁴
荎,5626021,澄脂三開 平直尼-重鈕,drij¹,ɖij¹
撦,5626022,昌麻三開 上昌者,tshyæ²,t͡ɕʰæ²
荏,5626025,日侵三開 上如甚,nyim²,ɲim²
撨,5626026,心蕭四開 平蘇彫,sew¹,sew¹
荐,5626029,從先四開 去在甸,dzen³,d͡zen³
撩,5626030,來蕭四開 平落蕭,lew¹,lew¹
荑,5626033,以脂三開 平以脂,yij¹,jij¹
撫,5626034,滂虞三合 上芳武,phju²,pʰju²
荒,5626037,曉唐一合 平呼光,xwang¹,xwaŋ¹
播,5626038,幫戈一合 去補過,pwa³,pwa³
荔,5626041,來支三開 去力智,lje³,lje³
撮,5626042,精桓一合 入子括,tswat⁴,t͡swat⁴
䒰,5626046,溪陽三合 平去王,khjwang¹,kʰjwaŋ¹
撰,5626047,崇刪二合 上雛鯇,dzrwæn²,ɖ͡ʐwæn²
䒱,5626050,章蒸三開 平煑仍,tsying¹,t͡ɕiŋ¹
撱,5626051,以支三合 上羊捶,ywe²,jwe²
䒲,5626054,知麻二開 去陟駕,træ³,ʈæ³
撲,5626055,滂東一開 入普木,phuwk⁴,pʰukʷ⁴
䒴,5626058,云尤三開 上云久,hjuw²,ɣjuw²
撳,5626059,溪侵三開 去丘禁,khim³,kʰim³
䒶,5626062,透先四開 平他前,then¹,tʰen¹
擆,5626063,知陽三開 入張略,trjak⁴,ʈjak⁴
䒷,5626066,見桓一合 入古活,kwat⁴,kwat⁴
㩇,5626067,曉耕二合 入呼麥,xwɛk⁴,xwɛk⁴
䒸,5626070,曉先四合 入呼決,xwet⁴,xwet⁴
㩉,5626071,來覃一開 入盧合,lop⁴,lop⁴
䒹,5626074,來灰一合 去盧對,lwoj³,lwoj³
㩊,5626075,心仙三合 平須緣,sjwen¹,sjwen¹
䒼,5626078,溪鍾三開 入丘玉,khjowk⁴,kʰjokʷ⁴
㩋,5626079,心蕭四開 平蘇彫,sew¹,sew¹
𦭭,5626082,群鍾三開 平渠容,gjowng¹,gjoŋʷ¹
𢴧,5626083,澄脂三開 去直利-重鈕,drij³,ɖij³
𦭮,5626086,澄祭三開 去直例-重鈕,drjej³,ɖjej³
𢴩,5626087,幫眞三開 入鄙密-重鈕,pit⁴,pit⁴
𦭲,5626090,群支三開 平巨支,gje¹,gje¹
𢴮,5626091,溪魚三開 平去魚,khjo¹,kʰjo¹
𦭵,5626094,以陽三開 平與章,yang¹,jaŋ¹
𢴲,5626095,匣先四開 入胡結,het⁴,ɣet⁴
𦭶,5626098,心先四開 上蘇典,sen²,sen²
𢴵,5626099,以鹽三開 去以贍,yem³,jem³
𦭷,5626102,明尤三開 平莫浮,mjuw¹,mjuw¹
𢴶,5626103,泥蕭四開 上奴鳥,new²,new²
𦭺,5626106,見幽三開 平居虯,kjiw¹,kjiw¹
𢵈,5626107,見仙三開 上九輦-重鈕,kjen²,kjen²
𦭼,5626110,並宵三開 上符少,bjew²,bjew²
撻,5626111,透寒一開 入他達,that⁴,tʰat⁴
𦭿,5626114,以麻三開 平以遮,yæ¹,jæ¹
撼,5626115,匣覃一開 上胡感,hom²,ɣom²
𦮃,5626118,見皆二合 平古懷,kwɛj¹,kwɛj¹
撿,5626119,來鹽三開 上良冉,ljem²,ljem²
茝,5626122,章之三開 上諸市,tsyi²,t͡ɕi²
擁,5626123,影鍾三開 上於隴,ʔjowng²,ʔjoŋʷ²
荰,5626126,定模一開 上徒古,du²,du²
擃,5626127,娘江二開 上匿講,nræwng²,ɳæŋʷ²
荲,5626130,曉東三開 入許竹,xjuwk⁴,xjukʷ⁴
擄,5626131,來模一開 上郎古,lu²,lu²
荳,5626134,定侯一開 去田候,duw³,duw³
擅,5626135,常仙三開 去時戰,dzyen³,d͡ʑen³
荵,5626138,日眞三開 上而軫,nyin²,ɲin²
擇,5626139,澄庚二開 入瑒伯,dræk⁴,ɖæk⁴
荶,5626142,疑侵三開 平魚金-重鈕,ngim¹,ŋim¹
擉,5626143,初江二開 入測角,tshræwk⁴,ʈ͡ʂʰækʷ⁴
荷,5626146,匣歌一開 平胡歌,ha¹,ɣa¹
擊,5626147,見青四開 入古歷,kek⁴,kek⁴
荹,5626150,並模一開 平薄胡,bu¹,bu¹
擋,5626151,端唐一開 去丁浪,tang³,taŋ³
荺,5626154,云眞三合 平爲贇-重鈕,hjin¹,ɣjin¹
擌,5626155,生耕二開 入山責,srɛk⁴,ʂɛk⁴
荻,5626158,定青四開 入徒歷,dek⁴,dek⁴
操,5626159,清豪一開 平七刀,tshaw¹,t͡sʰaw¹
荼,5626162,定模一開 平同都,du¹,du¹
擎,5626163,群庚三開 平渠京,gjæng¹,gjæŋ¹
荽,5626166,心脂三合 平息遺,swij¹,swij¹
擐,5626167,見刪二合 平古還,kwæn¹,kwæn¹
荾,5626170,心脂三合 平息遺,swij¹,swij¹
擒,5626171,群侵三開 平巨金-重鈕,gim¹,gim¹
莁,5626174,明虞三合 平武夫,mju¹,mju¹
擔,5626175,端談一開 平都甘,tam¹,tam¹
莂,5626178,幫仙三開 入方别-重鈕,pjet⁴,pjet⁴
擖,5626179,溪山二開 入恪八,khɛt⁴,kʰɛt⁴
莃,5626182,曉微三開 平香衣,xjɨj¹,xjɨj¹
擗,5626183,並清三開 入房益,bjiek⁴,bjiek⁴
莅,5626186,來脂三開 去力至,lij³,lij³
擘,5626187,幫耕二開 入博厄,pɛk⁴,pɛk⁴
莆,5626190,幫虞三合 上方矩,pju²,pju²
據,5626191,見魚三開 去居御,kjo³,kjo³
莈,5626194,明魂一合 入莫勃,mwot⁴,mwot⁴
㩒,5626195,群侵三開 平巨金-重鈕,gim¹,gim¹
莉,5626198,澄脂三開 平直尼-重鈕,drij¹,ɖij¹
㩓,5626199,曉支三合 上許委-重鈕,xjwe²,xjwe²
莊,5626202,莊陽三開 平側羊,tsrjang¹,ʈ͡ʂjaŋ¹
𢵿,5626203,溪蕭四開 去苦弔,khew³,kʰew³
莋,5626206,從唐一開 入在各,dzak⁴,d͡zak⁴
𢶀,5626207,崇皆二合 平仕懷,dzrwɛj¹,ɖ͡ʐwɛj¹
莌,5626210,定桓一合 入徒活,dwat⁴,dwat⁴
𢶃,5626211,並元三合 平附袁,bjwon¹,bjwon¹
莍,5626215,群尤三開 平巨鳩,gjuw¹,gjuw¹
𢶆,5626216,見元三開 入居謁,kjot⁴,kjot⁴
莎,5626219,心戈一合 平蘇禾,swa¹,swa¹
𢶇,5626220,群清三合 平渠營,gjwieng¹,gjwieŋ¹
莏,5626223,心戈一合 平蘇禾,swa¹,swa¹
𢶉,5626224,滂耕二開 入普麥,phɛk⁴,pʰɛk⁴
莐,5626227,澄侵三開 平直深-重鈕,drim¹,ɖim¹
𢶋,5626228,透先四開 入他結,thet⁴,tʰet⁴
莑,5626231,滂鍾三開 平敷容,phjowng¹,pʰjoŋʷ¹
𢶍,5626232,心談一開 入私盍,sap⁴,sap⁴
莒,5626235,見魚三開 上居許,kjo²,kjo²
𢶒,5626236,見泰一合 去古外,kwaj³,kwaj³
莓,5626240,明灰一合 平莫杯,mwoj¹,mwoj¹
𢶜,5626241,影鍾三開 上於隴,ʔjowng²,ʔjoŋʷ²
莔,5626244,明庚二開 平武庚,mæng¹,mæŋ¹
𢶡,5626245,溪青四開 入苦擊,khek⁴,kʰek⁴
莕,5626248,匣庚二開 上何梗,hæng²,ɣæŋ²
擟,5626249,明支三開 平武移,mje¹,mje¹
莖,5626252,匣耕二開 平戸耕,hɛng¹,ɣɛŋ¹
擠,5626253,精齊四開 平祖稽,tsej¹,t͡sej¹
莘,5626256,生臻三開 平所臻,srin¹,ʂin¹
擡,5626257,定咍一開 平徒哀,doj¹,doj¹
莙,5626260,見眞三合 平居筠-重鈕,kin¹,kin¹
擢,5626261,澄江二開 入直角,dræwk⁴,ɖækʷ⁴
莚,5626264,以仙三開 平以然,yen¹,jen¹
擣,5626265,端豪一開 上都晧,taw²,taw²
莛,5626268,定青四開 平特丁,deng¹,deŋ¹
擧,5626269,以魚三開 平以諸,yo¹,jo¹
莜,5626272,定蕭四開 去徒弔,dew³,dew³
擨,5626273,以麻三開 平以遮,yæ¹,jæ¹
莝,5626276,清戈一合 去麤卧,tshwa³,t͡sʰwa³
擩,5626277,日脂三合 平儒隹,nywij¹,ɲwij¹
莞,5626280,匣桓一合 平胡官,hwan¹,ɣwan¹
擪,5626281,影鹽三開 上於琰,ʔjem²,ʔjem²
莟,5626284,匣覃一開 上胡感,hom²,ɣom²
擬,5626285,疑之三開 上魚紀,ngi²,ŋi²
莠,5626289,以尤三開 上與久,yuw²,juw²
擭,5626290,匣模一開 去胡誤,hu³,ɣu³
莡,5626293,清唐一開 入倉各,tshak⁴,t͡sʰak⁴
擯,5626294,幫眞三開 去必刃,pin³,pin³
莢,5626297,見添四開 入古協,kep⁴,kep⁴
㩜,5626298,來談一開 平魯甘,lam¹,lam¹
莣,5626301,明陽三合 平武方,mjwang¹,mjwaŋ¹
𢷎,5626302,幫皆二開 去博怪,pɛj³,pɛj³
莤,5626305,生東三開 入所六,srjuwk⁴,ʂjukʷ⁴
𢷏,5626306,並江二開 入蒲角,bæwk⁴,bækʷ⁴
莥,5626309,娘尤三開 上女久,nrjuw²,ɳjuw²
𢷐,5626310,知脂三開 去陟利-重鈕,trij³,ʈij³
莦,5626313,心宵三開 平相邀,sjew¹,sjew¹
𢷒,5626314,群元三開 入其謁,gjot⁴,gjot⁴
莧,5626317,匣山二開 去侯襇,hɛn³,ɣɛn³
𢷕,5626318,明江二開 入莫角,mæwk⁴,mækʷ⁴
莨,5626321,來唐一開 平魯當,lang¹,laŋ¹
𢷖,5626322,端桓一合 上都管,twan²,twan²
莩,5626325,滂虞三合 平芳無,phju¹,pʰju¹
𢷘,5626326,見仙三開 上九輦-重鈕,kjen²,kjen²
莪,5626329,疑歌一開 平五何,nga¹,ŋa¹
擥,5626330,來談一開 上盧敢,lam²,lam²
莫,5626333,明唐一開 入慕各,mak⁴,mak⁴
擲,5626334,澄清三開 入直炙,drjek⁴,ɖjek⁴
莬,5626337,明文三合 去亡運,mjun³,mjun³
擳,5626338,莊臻三開 入阻瑟,tsrit⁴,ʈ͡ʂit⁴
莽,5626341,明模一開 上莫補,mu²,mu²
擴,5626342,匣唐一合 去乎曠,hwang³,ɣwaŋ³
䓂,5626345,疑元三開 平語軒,ngjon¹,ŋjon¹
擷,5626346,匣先四開 入胡結,het⁴,ɣet⁴
䓃,5626349,影侵三開 入於汲-重鈕,ʔip⁴,ʔip⁴
擸,5626350,來談一開 入盧盍,lap⁴,lap⁴
䓄,5626353,疑眞三開 平語巾-重鈕,ngin¹,ŋin¹
擹,5626354,透寒一開 平他干,than¹,tʰan¹
䓈,5626357,以支三合 上羊捶,ywe²,jwe²
擺,5626358,幫佳二開 上北買,pɛɨ²,pɛɨ²
䓉,5626361,以麻三開 平以遮,yæ¹,jæ¹
擻,5626362,心侯一開 上蘇后,suw²,suw²
䓊,5626365,疑模一開 平五乎,ngu¹,ŋu¹
擽,5626366,來陽三開 入離灼,ljak⁴,ljak⁴
䓌,5626369,章之三開 去職吏,tsyi³,t͡ɕi³
擾,5626370,日宵三開 上而沼,nyew²,ɲew²
䓍,5626373,匣寒一開 上胡笴,han²,ɣan²
擿,5626374,澄清三開 入直炙,drjek⁴,ɖjek⁴
䓏,5626377,滂虞三合 平芳無,phju¹,pʰju¹
攀,5626378,滂刪二開 平普班,phæn¹,pʰæn¹
𦮶,5626381,明文三合 上武粉,mjun²,mjun²
攂,5626382,來灰一合 去盧對,lwoj³,lwoj³
𦮸,5626385,云之三開 上于紀,hji²,ɣji²
攃,5626386,心寒一開 入桑割,sat⁴,sat⁴
𦮺,5626389,心脂三開 平息夷,sij¹,sij¹
攄,5626390,徹魚三開 平丑居,trhjo¹,ʈʰjo¹
𦮻,5626394,見先四合 平古玄,kwen¹,kwen¹
攅,5626395,精寒一開 去則旰,tsan³,t͡san³
𦮾,5626398,娘侵三開 入尼立-重鈕,nrip⁴,ɳip⁴
㩢,5626399,明齊四開 去莫計,mej³,mej³
𦯈,5626402,清侵三開 上七稔,tshim²,t͡sʰim²
㩤,5626403,滂虞三合 平芳無,phju¹,pʰju¹
𦯉,5626406,幫庚二開 入博陌,pæk⁴,pæk⁴
㩧,5626407,並江二開 入蒲角,bæwk⁴,bækʷ⁴
𦯊,5626410,見先四合 入古穴,kwet⁴,kwet⁴
㩨,5626411,匣齊四合 去胡桂,hwej³,ɣwej³
𦯍,5626414,知鹽三開 入陟葉-重鈕,trjep⁴,ʈjep⁴
㩩,5626415,溪清三合 上去潁,khjwieng²,kʰjwieŋ²
𦯏,5626418,影江二開 入於角,ʔæwk⁴,ʔækʷ⁴
𢷶,5626419,來尤三開 平力求,ljuw¹,ljuw¹
𦯐,5626422,常宵三開 平市昭,dzyew¹,d͡ʑew¹
𢷾,5626423,生耕二合 入砂獲,srwɛk⁴,ʂwɛk⁴
𦯑,5626426,從豪一開 上昨早,dzaw²,d͡zaw²
𢸁,5626427,見鍾三開 上居悚,kjowng²,kjoŋʷ²
𦯔,5626430,定齊四開 平杜奚,dej¹,dej¹
攇,5626431,曉元三開 上虚偃,xjon²,xjon²
𦯪,5626434,匣蕭四開 上胡了,hew²,ɣew²
攈,5626435,見文三合 去居運,kjun³,kjun³
荓,5626438,並青四開 平薄經,beng¹,beŋ¹
攉,5626439,曉唐一合 入虚郭,xwak⁴,xwak⁴
莿,5626442,清支三開 去七賜,tshje³,t͡sʰje³
攊,5626443,來青四開 入郎擊,lek⁴,lek⁴
菀,5626446,影元三合 上於阮,ʔjwon²,ʔjwon²
攋,5626447,來寒一開 入盧達,lat⁴,lat⁴
菁,5626450,精清三開 平子盈,tsjieng¹,t͡sjieŋ¹
攍,5626451,以清三開 平以成,yieng¹,jieŋ¹
菄,5626455,端東一開 平德紅,tuwng¹,tuŋʷ¹
攎,5626456,來模一開 平落胡,lu¹,lu¹
菅,5626459,見刪二開 平古顔,kæn¹,kæn¹
攏,5626460,來東一開 上力董,luwng²,luŋʷ²
菆,5626463,從桓一合 平在丸,dzwan¹,d͡zwan¹
攐,5626464,溪仙三開 平去乾-重鈕,khjen¹,kʰjen¹
菈,5626467,來覃一開 入盧合,lop⁴,lop⁴
𢸧,5626468,邪鹽三開 平徐鹽,zjem¹,zjem¹
菉,5626471,來鍾三開 入力玉,ljowk⁴,ljokʷ⁴
攑,5626472,溪元三開 平丘言,khjon¹,kʰjon¹
菊,5626475,見東三開 入居六,kjuwk⁴,kjukʷ⁴
攔,5626476,來寒一開 平落干,lan¹,lan¹
菋,5626479,明微三合 去無沸,mjwɨj³,mjwɨj³
攕,5626480,生咸二開 平所咸,srɛm¹,ʂɛm¹
菌,5626483,群眞三合 上渠殞-重鈕,gin²,gin²
攖,5626484,影清三開 平於盈,ʔjieng¹,ʔjieŋ¹
菍,5626487,泥先四開 入奴結,net⁴,net⁴
攗,5626488,明脂三開 平武悲-重鈕,mij¹,mij¹
菎,5626491,見魂一合 平古渾,kwon¹,kwon¹
攘,5626492,日陽三開 平汝陽,nyang¹,ɲaŋ¹
菏,5626495,見歌一開 平古俄,ka¹,ka¹
攙,5626496,崇咸二開 平士咸,dzrɛm¹,ɖ͡ʐɛm¹
菐,5626499,並東一開 入蒲木,buwk⁴,bukʷ⁴
𢹍,5626500,曉支三開 平許羈-重鈕,xje¹,xje¹
菒,5626503,見豪一開 上古老,kaw²,kaw²
𢹎,5626504,日宵三開 上而沼,nyew²,ɲew²
菓,5626507,見戈一合 上古火,kwa²,kwa²
𢹕,5626508,見先四開 上古典,ken²,ken²
菔,5626511,並東三開 入房六,bjuwk⁴,bjukʷ⁴
𢹖,5626512,見耕二合 入古獲,kwɛk⁴,kwɛk⁴
菕,5626515,來魂一合 平盧昆,lwon¹,lwon¹
攛,5626516,清桓一合 平七丸,tshwan¹,t͡sʰwan¹
菖,5626519,昌陽三開 平尺良,tshyang¹,t͡ɕʰaŋ¹
攜,5626520,匣齊四合 平戸圭,hwej¹,ɣwej¹
菗,5626523,澄尤三開 平直由,drjuw¹,ɖjuw¹
攝,5626524,書鹽三開 入書涉,syep⁴,ɕep⁴
菘,5626527,心東三開 平息弓,sjuwng¹,sjuŋʷ¹
㩱,5626528,精陽三開 入即略,tsjak⁴,t͡sjak⁴
菙,5626531,常支三合 上時髓,dzywe²,d͡ʑwe²
㩳,5626532,心鍾三開 上息拱,sjowng²,sjoŋʷ²
菜,5626535,清咍一開 去倉代,tshoj³,t͡sʰoj³
𢹰,5626536,並宵三開 上符少,bjew²,bjew²
菝,5626539,並桓一合 入蒲撥,bwat⁴,bwat⁴
攡,5626540,來支三開 平呂支,lje¹,lje¹
菟,5626543,定模一開 平同都,du¹,du¹
攣,5626544,來仙三合 平呂員,ljwen¹,ljwen¹
菡,5626547,匣覃一開 上胡感,hom²,ɣom²
攤,5626548,透寒一開 平他干,than¹,tʰan¹
菢,5626551,並豪一開 去薄報,baw³,baw³
𢺃,5626552,見先四開 上古典,ken²,ken²
菣,5626555,溪眞三開 去去刃-重鈕,khin³,kʰin³
𢺑,5626556,來戈一合 去魯過,lwa³,lwa³
菤,5626559,見仙三合 上居轉-重鈕,kjwen²,kjwen²
攥,5626560,精桓一合 入子括,tswat⁴,t͡swat⁴
菥,5626564,心支三開 平息移,sje¹,sje¹
攨,5626565,影麻二合 去烏㕦,ʔwæ³,ʔwæ³
菦,5626568,見欣三開 上居隱,kjɨn²,kjɨn²
攩,5626569,透唐一開 上他朗,thang²,tʰaŋ²
菨,5626572,精鹽三開 入即葉,tsjep⁴,t͡sjep⁴
攪,5626573,見肴二開 上古巧,kæw²,kæw²
菩,5626576,並模一開 平薄胡,bu¹,bu¹
攫,5626577,見陽三合 入居縛,kjwak⁴,kjwak⁴
菬,5626580,從宵三開 平昨焦,dzjew¹,d͡zjew¹
㩵,5626581,從寒一開 入才割,dzat⁴,d͡zat⁴
菭,5626584,澄脂三開 平直尼-重鈕,drij¹,ɖij¹
攬,5626585,來談一開 上盧敢,lam²,lam²
華,5626588,匣麻二合 平戸花,hwæ¹,ɣwæ¹
菰,5626592,見模一開 平古胡,ku¹,ku¹
攮,5626593,娘江二開 上匿講,nræwng²,ɳæŋʷ²
菱,5626596,來蒸三開 平力膺,ling¹,liŋ¹
㩹,5626597,定添四開 入徒協,dep⁴,dep⁴
菲,5626600,滂微三合 平芳非,phjwɨj¹,pʰjwɨj¹
𢺰,5626601,來青四開 平郎丁,leng¹,leŋ¹
菳,5626604,溪侵三開 平去金-重鈕,khim¹,kʰim¹
支,5626605,章支三開 平章移,tsye¹,t͡ɕe¹
菴,5626608,影覃一開 平烏含,ʔom¹,ʔom¹
𢺵,5626609,溪支三開 去去智,khje³,kʰje³
菵,5626612,明陽三合 上文兩,mjwang²,mjwaŋ²
㩺,5626613,滂脂三開 平匹夷,phij¹,pʰij¹
菶,5626616,幫東一開 上邊孔,puwng²,puŋʷ²
𢺷,5626617,群支三開 平渠羈-重鈕,gje¹,gje¹
菸,5626620,影魚三開 去依倨,ʔjo³,ʔjo³
𢺻,5626621,並虞三合 平防無,bju¹,bju¹
菹,5626624,莊魚三開 平側魚,tsrjo¹,ʈ͡ʂjo¹
攱,5626625,見支三合 上過委-重鈕,kjwe²,kjwe²
菺,5626629,見先四開 平古賢,ken¹,ken¹
㩻,5626630,溪支三開 平去奇-重鈕,khje¹,kʰje¹
菻,5626633,來侵三開 上力稔,lim²,lim²
㩼,5626634,章支三開 平章移,tsye¹,t͡ɕe¹
菼,5626637,透談一開 上吐敢,tham²,tʰam²
𢻃,5626638,常支三開 去是義,dzye³,d͡ʑe³
菽,5626641,書東三開 入式竹,syuwk⁴,ɕukʷ⁴
㩽,5626642,群支三開 平渠羈-重鈕,gje¹,gje¹
菾,5626645,定添四開 平徒兼,dem¹,dem¹
攲,5626646,溪支三開 平去奇-重鈕,khje¹,kʰje¹
菿,5626649,端豪一開 去都導,taw³,taw³
㩾,5626650,知支三合 平竹垂-重鈕,trjwe¹,ʈjwe¹
萀,5626653,曉模一開 上呼古,xu²,xu²
𢻚,5626654,群支三開 平巨支,gje¹,gje¹
萁,5626657,群之三開 平渠之,gi¹,gi¹
𢻢,5626658,來宵三開 上力小,ljew²,ljew²
萃,5626661,從脂三合 去秦醉,dzwij³,d͡zwij³
𢻥,5626662,清豪一開 平七刀,tshaw¹,t͡sʰaw¹
萄,5626665,定豪一開 平徒刀,daw¹,daw¹
攴,5626666,滂東一開 入普木,phuwk⁴,pʰukʷ⁴
萆,5626669,心之三開 上胥里,si²,si²
收,5626670,書尤三開 平式州,syuw¹,ɕuw¹
萇,5626673,澄陽三開 平直良,drjang¹,ɖjaŋ¹
攷,5626674,溪豪一開 上苦浩,khaw²,kʰaw²
萈,5626677,匣桓一合 平胡官,hwan¹,ɣwan¹
攸,5626678,以尤三開 平以周,yuw¹,juw¹
萉,5626681,並微三合 去扶沸,bjwɨj³,bjwɨj³
改,5626682,見咍一開 上古亥,koj²,koj²
萊,5626685,來咍一開 平洛哀,loj¹,loj¹
攺,5626686,以之三開 上羊己,yi²,ji²
萋,5626689,清齊四開 平七稽,tshej¹,t͡sʰej¹
攻,5626690,見東一開 平古紅,kuwng¹,kuŋʷ¹
萌,5626693,明耕二開 平莫耕,mɛng¹,mɛŋ¹
㩿,5626694,溪魂一合 入苦骨,khwot⁴,kʰwot⁴
萍,5626697,並青四開 平薄經,beng¹,beŋ¹
𢻫,5626698,書支三開 平式支,sye¹,ɕe¹
萎,5626701,影支三合 平於爲-重鈕,ʔjwe¹,ʔjwe¹
𢻬,5626702,滂虞三合 上芳武,phju²,pʰju²
萏,5626705,定覃一開 上徒感,dom²,dom²
攽,5626706,幫眞三開 平府巾-重鈕,pin¹,pin¹
萐,5626709,生鹽三開 入山輒-重鈕,srjep⁴,ʂjep⁴
放,5626710,幫陽三合 上分网,pjwang²,pjwaŋ²
萑,5626713,章脂三合 平職追,tsywij¹,t͡ɕwij¹
政,5626714,章清三開 去之盛,tsyieng³,t͡ɕieŋ³
萒,5626717,以仙三合 上以轉,ywen²,jwen²
㪁,5626718,群侵三開 平巨金-重鈕,gim¹,gim¹
著,5626721,澄魚三開 平直魚,drjo¹,ɖjo¹
𢻹,5626722,並脂三開 上符鄙-重鈕,bij²,bij²
䓘,5626725,見豪一開 平古勞,kaw¹,kaw¹
𢼂,5626726,見肴二開 去古孝,kæw³,kæw³
敀,5626730,幫庚二開 入博陌,pæk⁴,pæk⁴
䓛,5626733,見魂一合 入古忽,kwot⁴,kwot⁴
敁,5626734,端添四開 平丁兼,tem¹,tem¹
䓜,5626737,章脂三開 平旨夷,tsyij¹,t͡ɕij¹
敂,5626738,見侯一開 上古厚,kuw²,kuw²
䓞,5626742,來齊四開 去郎計,lej³,lej³
敃,5626743,明眞三開 上眉殞-重鈕,min²,min²
䓠,5626746,透覃一開 入他合,thop⁴,tʰop⁴
敄,5626747,明虞三合 上文甫,mju²,mju²
䓭,5626750,初刪二開 入初鎋,tshræt⁴,ʈ͡ʂʰæt⁴
故,5626751,見模一開 去古暮,ku³,ku³
𦰫,5626754,泥齊四開 上奴禮,nej²,nej²
㪃,5626755,曉歌一開 上虚我,xa²,xa²
𦰬,5626758,並庚二開 入傍陌,bæk⁴,bæk⁴
㪆,5626759,端齊四開 上都禮,tej²,tej²
𦰳,5626762,以麻三開 平以遮,yæ¹,jæ¹
效,5626763,匣肴二開 去胡敎,hæw³,ɣæw³
𦰺,5626766,並尤三開 上房久,bjuw²,bjuw²
敉,5626767,明支三開 上綿婢,mje²,mje²
𦰾,5626770,曉江二開 入許角,xæwk⁴,xækʷ⁴
敊,5626771,徹東三開 入丑六,trhjuwk⁴,ʈʰjukʷ⁴
𦰿,5626774,端歌一開 平得何,ta¹,ta¹
敌,5626775,匣刪二合 入下刮,hwæt⁴,ɣwæt⁴
𦱀,5626778,以東三開 入余六,yuwk⁴,jukʷ⁴
㪇,5626779,心先四開 去蘇佃,sen³,sen³
𦱁,5626782,匣先四開 平胡田,hen¹,ɣen¹
㪉,5626783,見覃一開 入古沓,kop⁴,kop⁴
𦱂,5626786,云蒸三合 入雨逼,hjwik⁴,ɣjwik⁴
𢼛,5626787,見庚二開 入古伯,kæk⁴,kæk⁴
𦱃,5626790,云虞三合 平羽俱,hju¹,ɣju¹
𢼣,5626791,溪山二開 入恪八,khɛt⁴,kʰɛt⁴
𦱅,5626795,見魚三開 平九魚,kjo¹,kjo¹
𢼸,5626796,明微三合 平無非,mjwɨj¹,mjwɨj¹
𦱇,5626799,溪東一開 平苦紅,khuwng¹,kʰuŋʷ¹
敎,5626800,見肴二開 平古肴,kæw¹,kæw¹
𦱊,5626803,崇耕二開 平士莖,dzrɛng¹,ɖ͡ʐɛŋ¹
敏,5626804,明眞三開 上眉殞-重鈕,min²,min²
𦱒,5626807,明東三開 入莫六,mjuwk⁴,mjukʷ⁴
敐,5626808,常眞三開 平植鄰,dzyin¹,d͡ʑin¹
𦱔,5626811,幫齊四開 平邊兮,pej¹,pej¹
救,5626812,見尤三開 去居祐,kjuw³,kjuw³
𦱧,5626815,曉文三合 入許勿,xjut⁴,xjut⁴
敔,5626816,疑魚三開 上魚巨,ngjo²,ŋjo²
𦲯,5626819,明凡三合 去亡劔,mjom³,mjom³
敕,5626820,徹蒸三開 入恥力,trhik⁴,ʈʰik⁴
萩,5626823,清尤三開 平七由,tshjuw¹,t͡sʰjuw¹
敖,5626824,疑豪一開 平五勞,ngaw¹,ŋaw¹
萪,5626827,溪戈一合 平苦禾,khwa¹,kʰwa¹
敗,5626828,並夬二開 去薄邁,bæj³,bæj³
萫,5626831,曉陽三開 去許亮,xjang³,xjaŋ³
敘,5626832,邪魚三開 上徐吕,zjo²,zjo²
萭,5626835,云虞三合 上王矩,hju²,ɣju²
教,5626836,見肴二開 平古肴,kæw¹,kæw¹
萮,5626839,以虞三合 平羊朱,yu¹,ju¹
敚,5626840,定桓一合 入徒活,dwat⁴,dwat⁴
萯,5626843,並尤三開 上房久,bjuw²,bjuw²
㪋,5626844,曉歌一開 上虚我,xa²,xa²
萰,5626847,來先四開 去郎甸,len³,len³
㪌,5626848,心東一開 上先孔,suwng²,suŋʷ²
萱,5626851,曉元三合 平況袁,xjwon¹,xjwon¹
㪍,5626852,並魂一合 入蒲没,bwot⁴,bwot⁴
萳,5626856,泥覃一開 上奴感,nom²,nom²
𢼹,5626857,滂模一開 平普胡,phu¹,pʰu¹
萴,5626860,崇蒸三開 入士力,dzrik⁴,ɖ͡ʐik⁴
𢽃,5626861,影陽三合 上紆往,ʔjwang²,ʔjwaŋ²
萸,5626864,以虞三合 平羊朱,yu¹,ju¹
敜,5626865,泥添四開 入奴協,nep⁴,nep⁴
